homescore,awayscore,tourniName,countryname,season,venuecity,stadium,HomeManger,hometeamName,awayteamName,AwayManger
0,0,LaLiga,Spain,23/24,Girona,Estadi Montilivi,Michel,Girona FC,Real Sociedad,Imanol Alguacil Barrenetxea
